line,month,year,transport_type_id,transition_hour,number_of_passage,number_of_passenger,intensity
BOGAZKOY-BAHCESEHIR-TAKSIM,1,2021,1,14.110512129380052,28978,27932,0.9639036510456208
BOGAZKOY-BAHCESEHIR-YENIKAPI,1,2021,1,13.79817444219067,107715,103729,0.9629949403518544
BOSTANCI - S.GOKCEN HAVALIMANI,1,2021,1,13.812395309882747,23528,21969,0.9337385243114587
BOSTANCI-ADALAR,1,2021,3,13.74607329842932,11815,11470,0.9707998307236564
BOSTANCI-KARAKOY,1,2021,3,8.53956834532374,2326,2314,0.9948409286328461
BOSTANCI-U.MUMCU MAH,1,2021,1,13.456391875746714,32859,32311,0.9833226817614656
BURHANIYE MAH. - USKUDAR,1,2021,1,13.445482866043614,5620,5518,0.9818505338078292
BUYUKCEKMECE - I.U. AVCILAR KAMPUSU,1,2021,1,13.880745341614906,13166,12917,0.9810876500075953
BUYUKCEKMECE-BAKIRKOY,1,2021,1,10.788990825688073,1008,1003,0.9950396825396826
CAGDASKENT/ SEKERPINAR MAH. - KARTAL,1,2021,1,13.43778801843318,29274,28611,0.9773519163763066
CAGLAYAN - EMINONU,1,2021,1,13.969276511397425,61193,59553,0.9731995489680192
CAGLAYAN-TOPKAPI,1,2021,1,14.188697318007662,82816,80198,0.9683877511591963
CAKMAK MAH.-YENIHISAR-KADIKOY,1,2021,1,12.123076923076924,1016,999,0.9832677165354331
CAMLICA CAMII - BULGURLU METRO - GOZTEPE KOPRUSU,1,2021,1,12.057347670250897,2394,2375,0.9920634920634921
CAMLIK HAM.- PENDIK METRO / PENDIK YHT,1,2021,1,13.967021276595744,43675,43021,0.9850257584430452
CAMLIK-AYRILIKCESME,1,2021,1,13.052547770700636,10062,9948,0.9886702444841979
CARSI-AKCAKOCA-ITFAIYE,1,2021,1,14.32542372881356,1537,1211,0.7878985035783995
CARSI-CAM LIMANI,1,2021,1,13.424778761061948,877,509,0.580387685290764
CARSI-KALPAZANKAYA,1,2021,1,14.686046511627907,834,797,0.9556354916067147
CARSI-MADEN-NIZAM,1,2021,1,14.124153498871332,8667,7144,0.8242759893850237
CARSI-NARCICEGI,1,2021,1,14.315533980582524,961,641,0.6670135275754423
CARSI-TEPEKOY-KADIYORAN,1,2021,1,14.251295336787564,3438,3068,0.8923792902850495
CATALCA-AVCILAR METROBUS,1,2021,1,13.17219589257504,166130,157265,0.9466381749232529
CAVUSPASA - BEYAZIT,1,2021,1,13.51305334846765,36651,35900,0.979509426755068
CAVUSPASA-ZEYTINBURNU METRO,1,2021,1,13.369014084507045,9216,9142,0.9919704861111112
CEBECI - TAKSIM,1,2021,1,13.92084432717678,158346,154166,0.9736021118310535
CEBECI MAH-ISTIKLAL MAH-BOGAZKOY,1,2021,1,13.53763440860215,21859,21306,0.9747014959513244
CEBECI MAH. - MECIDIYEKOY,1,2021,1,13.138790035587188,13039,12906,0.9897998312754046
CEBECI MAHALLESI - EMINONU,1,2021,1,13.845940959409594,99229,96938,0.9769119914541112
CEBECI MAHALLESI - VEZNECILER,1,2021,1,13.764644351464437,28796,28232,0.9804139463814419
CEBECI MAHALLESI - Y.BOSNA METRO,1,2021,1,13.420348058902276,13368,13170,0.9851885098743267
CEBECI MAHALLESI-BOGAZKOY-ENSAR MAHALLESI,1,2021,1,13.687882496940023,12083,11817,0.9779855996027477
CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,1,2021,1,13.924586776859504,42393,41329,0.9749015167598424
CEBECI MAHALLESI-MECIDIYEKOY,1,2021,1,13.586580086580089,23715,23084,0.9733923676997681
CEBECI MAHALLESI-TASOLUK-HARACCI,1,2021,1,13.894557823129253,26834,26079,0.9718640530670045
CEBECI PERONLAR - SISLI,1,2021,1,13.722846441947564,140061,137444,0.9813152840548047
CEBECI-YENI MAHALLE METRO,1,2021,1,14.105405405405405,2161,2133,0.987043035631652
CEBECI_YENIKAPI,1,2021,1,12.910216718266254,5236,5175,0.9883498854087089
CEBECL PERONLAR-FENERTEPE-OLIMPIYATKOY METRO,1,2021,1,13.79421965317919,14232,13942,0.9796233839235525
CEKMEKOY - MECIDIYEKOY,1,2021,1,13.152173913043478,6450,6415,0.9945736434108527
CEKMEKOY-ALEMDAR NISANTEPE,1,2021,1,13.477777777777778,5647,5593,0.9904374003895874
CEKMEKOY-YAMANEVLER METRO,1,2021,1,13.568441064638783,6039,5912,0.978970028150356
CEKMEKOY/SAMANDIRA-KARTAL,1,2021,1,13.66359918200409,57645,56921,0.9874403677682366
CEVATPASA - BEYAZIT,1,2021,1,13.197368421052632,29009,28425,0.9798683167292909
CEVATPASA - TAKSIM,1,2021,1,13.97920792079208,43733,42693,0.9762193309400224
CEVATPASA MAHALLESI - MECIDIYEKOY,1,2021,1,13.595818815331013,24570,24149,0.9828652828652829
CEVATPASA-EMINONU,1,2021,1,13.702702702702704,31773,30976,0.9749158090202373
CEVIZLIBAG - ISTANBUL HAVALIMANI,1,2021,1,12.625468164794007,3275,3122,0.9532824427480916
CEVIZLIBAG - SOGUTLUCESME ,1,2021,1,11.5,1422761,1398596,0.983015418612121
CEVIZLIBAG-4.LEVENT,1,2021,1,13.676023391812866,45683,45090,0.9870192412932601
CEZAEVI-OTOGAR,1,2021,1,12.531446540880504,8276,7709,0.931488641855969
CIFTLIKKOY-CATALCA,1,2021,1,12.58575197889182,6089,5742,0.9430119888323206
CIHANGIR MAH. - AVCILAR - OTOGAR,1,2021,1,13.79377777777778,257962,251350,0.9743683178142517
CIKSALIN - EMINONU,1,2021,1,13.68289920724802,31237,30346,0.9714761340717739
CIKSALIN-TAKSIM,1,2021,1,13.5,53351,52206,0.9785383591685254
CIRCIR METRO - 4.LEVENT METRO,1,2021,1,13.12320916905444,6635,6578,0.9914091936699322
CIRCIR METRO/IMAR - SISLI,1,2021,1,13.33816425120773,12378,12198,0.9854580707707222
CIRCIR METRO/IMAR - VEZNECILER,1,2021,1,13.830232558139535,35057,34535,0.9851099637732835
CIRCIR METRO/YILDIZTABYA - EMINONU,1,2021,1,14.017304189435338,144669,140945,0.9742584797019402
CIRCIR METRO/YILDIZTABYA - MECIDIYEKOY,1,2021,1,14.047131147540984,43750,42907,0.9807314285714286
CIRCIR METRO/YILDIZTABYA - TAKSIM,1,2021,1,14.12779552715655,36850,36338,0.9861058344640434
CIRCIR METRO/YILDIZTABYA - VEZNECILER,1,2021,1,14.03732638888889,271273,263424,0.97106604785585
CUBUKLU-ISTINYE,1,2021,3,13.002457002457003,9933,9781,0.9846974730695661
CUMH.MAH-KUCUK CAMLICA - USKUDAR,1,2021,1,13.719424460431656,35829,35270,0.9843981132602082
CUMHURIYET MAHALLESI-MECIDIYEKOY,1,2021,1,13.548760330578512,24216,23990,0.9906673273868517
CUMHURIYETKOY / HUSEYINLI - CEKMEKOY,1,2021,1,13.405172413793103,8153,8005,0.9818471728198209
DEGIRMENDERE-KAVACIK,1,2021,1,13.85327783558793,32702,32141,0.9828450859274662
DELIKKAYA-OMERLI KIPTAS-BEYLIKDUZU,1,2021,1,13.234159779614323,4883,4758,0.9744009830022528
DELIKLI KAYA - ARNAVUTKOY,1,2021,1,12.841225626740949,8788,8422,0.958352298588985
DELIKLIKAYA-BAHCESEHIR-MAHMUTBEY METRO,1,2021,1,13.31552795031056,13672,13283,0.9715476887068462
DEMOKRASI CAD-YAMANEVLER METRO,1,2021,1,13.722033898305083,6852,6771,0.9881786339754816
DENIZ HARP OKULU - SABIHA GOKCEN HAVALIMANI,1,2021,1,13.623674911660778,6323,6134,0.970109125415151
DENIZ HARP OKULU-MALTEPE PERONLAR,1,2021,1,13.53125,16174,15941,0.9855941634722394
DERBENT MAHALLESI- BESIKTAS,1,2021,1,11.56,1165,1144,0.9819742489270387
DIKILITAS-EMINONU,1,2021,1,13.96421845574388,5126,5025,0.9802965275068279
DRAMAN - BEYAZIT,1,2021,1,13.441368078175897,22068,21283,0.9644281312307413
DRAMAN - EMINONU,1,2021,1,13.49185667752443,31369,30344,0.9673244285759827
DUMLUPINAR / KAZIMKARABEKIR - KADIKOY,1,2021,1,13.097074468085106,15680,15498,0.9883928571428572
DUMLUPINAR-USKUDAR,1,2021,1,13.385876418663305,26165,25926,0.9908656602331358
E.KADIKOY-ADALAR,1,2021,3,13.60377358490566,8202,7885,0.9613508900268227
E.KADIKOY-BESIKTAS,1,2021,3,14.226213592233009,61806,59704,0.9659903569232761
E.KADIKOY-BOGAZ,1,2021,3,7.0,415,412,0.9927710843373494
EDIRNEKAPI - BESIKTAS,1,2021,1,13.535530381050464,60410,59133,0.9788611157093197
EDIRNEKAPI - TAKSIM,1,2021,1,13.812688821752266,98267,95601,0.9728698342271567
EMINONU - KULAKSIZ,1,2021,1,13.60625,113040,110217,0.9750265392781317
EMINONU -KULAKSIZ,1,2021,1,13.80073349633252,93405,91315,0.9776243241796477
EMINONU-ALIBEYKOY,1,2021,2,13.722744360902256,129318,120713,0.9334586059171963
EMINONU-KADIKOY,1,2021,3,13.762008733624452,119303,113468,0.9510909197589331
EMINONU-USKUDAR,1,2021,3,13.892354124748492,129211,122060,0.9446564147015347
EMIRGAN - 4.LEVEND METRO,1,2021,1,14.425454545454546,11512,11369,0.9875781792911744
EMNIYETTEPE - EMINONU,1,2021,1,13.463576158940397,88011,85688,0.9736055720307689
EMNIYETTEPE - HACIOSMAN METRO,1,2021,1,13.8130081300813,2827,2798,0.9897417757339936
EMNIYETTEPE -TAKSIM,1,2021,1,13.681102362204724,82648,81022,0.9803262026909302
EMNIYETTEPE- HAMIDIYE MAH. - BESIKTAS,1,2021,1,13.910482921083627,26691,26312,0.9858004570829119
ENSAR MAHALLESI-IMRAHOR KOYU-CEBECI MAHALLESI,1,2021,1,13.359499431171786,38305,37258,0.9726667536875082
ESATPASA-ATASEHIR-YEDITEPE UNV.,1,2021,1,13.378681626928472,31556,31027,0.9832361516034985
ESENEVLER-ACIBADEM METROBUS-USKUDAR,1,2021,1,12.663101604278076,1542,1530,0.9922178988326849
ESENEVLER-USKUDAR,1,2021,1,13.177884615384617,2039,2027,0.9941147621383031
ESENKENT - HUZUREVI METRO,1,2021,1,13.710755813953488,7306,7254,0.9928825622775801
ESENKENT BAHCESEHIR - BAKIRKOY,1,2021,1,13.98583569405099,15434,15109,0.9789425942723856
ESENKENT BAHCESEHIR - MECIDIYEKOY,1,2021,1,13.700564971751412,18180,17801,0.9791529152915291
ESENKENT ESENYURT - AVCILAR METROBUS,1,2021,1,13.378,29604,28892,0.9759491960545872
ESENKENT/BAHCESEHIR - BIRLIK MAHALLESI,1,2021,1,12.806640625,19788,19375,0.979128764908025
ESENLER - TAVSANTEPE METRO/ KARTAL,1,2021,1,13.604200323101775,10427,10265,0.9844634122950033
ESENLER METRO - TAKSIM,1,2021,1,12.057377049180328,8486,8394,0.9891586141880745
ESENTEPE MAH. - BEYAZIT,1,2021,1,14.06145251396648,127594,123349,0.9667304105208709
ESENYURT -  KIPTAS 4.ETAP - 5.ETAP - AVCILAR METROBUS,1,2021,1,12.7002457002457,15865,15669,0.9876457611093602
ESENYURT DEVLET HASTANESI- TUYAP,1,2021,1,12.312977099236642,5967,5894,0.987766046589576
ESENYURT INCIRTEPE-AKSARAY,1,2021,1,12.893115942028986,13945,13610,0.9759770527070635
ESKIHISAR-TOPCULAR,1,2021,3,11.998538011695906,18146,16432,0.9055439215254051
EVREN MAHALLESI-YENIMAHALLE METRO-GUNESLI (RING),1,2021,1,13.351981351981353,55855,55311,0.9902604959269538
EVTAS BLOKLARI - UMRANIYE METRO / U.EGT.ARS.HASTAN,1,2021,1,12.395910780669144,6118,6040,0.9872507355344884
EYUP - PIYERLOTI,1,2021,2,13.765799256505575,16460,11113,0.6751518833535844
EYUPSULTAN-VEZNECILER,1,2021,1,14.301098901098902,136601,132517,0.9701027078864722
FATIH SULTAN KARAYOLLARI-SISLI,1,2021,1,13.23041474654378,6283,6218,0.9896546235874583
FATIH SULTAN MEHMET - BESIKTAS,1,2021,1,13.54493580599144,11136,10948,0.983117816091954
FATIH SULTAN MEHMET - KABATAS,1,2021,1,13.896281800391389,79920,78979,0.9882257257257258
FATIH SULTAN MEHMET- SISLI,1,2021,1,13.994736842105263,83805,82798,0.9879840105005668
FENERTEPE PERONLAR - BASAKSEHIR - BAHCESEHIR,1,2021,1,13.003436426116838,9092,8917,0.9807523097228332
FENERTEPE PERONLAR - BIRLIK MAHALLESI,1,2021,1,13.429945054945057,13266,13012,0.9808533092115181
FENERTEPE PERONLAR/BASAKSEHIR - YENIBOSNA METRO,1,2021,1,13.099358974358974,22163,21931,0.9895321030546406
FENERTEPE PERONLAR/BASAKSEHIR-AVCILAR,1,2021,1,13.474690663667042,23144,22347,0.9655634289664707
FENERTEPE-BASAKSEHIR METROKENT,1,2021,1,13.56140350877193,36862,35666,0.9675546633389398
FENERTEPE-YENIBOSNA METRO,1,2021,1,13.69181721572795,33083,32451,0.9808965329625488
FERHATPASA-SOYAK YENISEHIR,1,2021,1,13.321951219512195,1783,1763,0.9887829500841279
FERHATPASA–UMRANIYEMETRO-CAMLICACAMII,1,2021,1,13.892931392931391,79669,77944,0.9783479144962282
FERIKOY - EMINONU,1,2021,1,13.717460317460317,68377,66198,0.968132559193881
FEVZI CAKMAK MAH.- BAKIRKOY,1,2021,1,12.156028368794326,2484,2471,0.9947665056360708
FINDIKLI MAH.- BOSTANCI,1,2021,1,14.225925925925926,2715,2684,0.9885819521178637
FINDIKLI MAHALLESI - KOZYATAGI,1,2021,1,13.678977272727272,5712,5638,0.9870448179271709
FLORYA-BAKIRKOY,1,2021,1,13.35223160434258,17999,17721,0.9845546974831935
FLORYA-TAKSIM,1,2021,1,13.414507772020723,8191,8027,0.9799780246612135
FULYA MAHALLESI-EMINONU,1,2021,1,13.27972027972028,4011,3938,0.9818000498628771
FULYA/SISLI - KABATAS,1,2021,1,13.46311475409836,1642,1616,0.9841656516443362
G.O.PASA FIZIK TED.HST-KOCATEPE METRO,1,2021,1,13.715370018975332,32292,31525,0.9762479871175523
GAYRETTEPE - EMINONU,1,2021,1,13.194401244167963,17685,17281,0.9771557817359344
GAZIOSMANPASA - BESIKTAS,1,2021,1,14.04988913525499,48499,47708,0.9836903853687705
GAZIOSMANPASA - EMINONU,1,2021,1,13.628256513026052,124969,121528,0.9724651713624979
GAZIOSMANPASA - SISLI,1,2021,1,13.971988795518207,144778,141673,0.9785533713685781
GAZIOSMANPASA -TAKSIM,1,2021,1,13.740444444444444,188694,184585,0.9782240028829745
GAZIOSMANPASA-MECIDIYEKOY,1,2021,1,14.105651105651106,11303,11093,0.9814208617181279
GIYIMKENT - T.REIS - EMINONU,1,2021,1,13.880245649948822,48808,47834,0.9800442550401574
GIYIMKENT - T.REIS - MECIDIYEKOY,1,2021,1,13.532515337423312,17112,16756,0.9791958859280038
GIYIMKENT / FATIH MAHALLESI - KUYUMCUKENT,1,2021,1,13.667032967032966,74688,73699,0.9867582476435304
GIYIMKENT-TURGUT REIS-BAKIRKOY,1,2021,1,13.651136363636365,39206,38572,0.9838290057644238
GIYKOOP - BIRLIK MAH - EMINONU,1,2021,1,13.890574214517876,38759,37944,0.9789726257127377
GOKTURK - HACIOSMAN METRO,1,2021,1,13.193277310924367,1921,1904,0.9911504424778761
GOKTURK KOYU-4. LEVENT METRO ,1,2021,1,13.578947368421051,32780,32272,0.984502745576571
GOKTURK-EMINONU,1,2021,1,13.893145161290322,42330,41466,0.9795889440113394
GOKTURK-PIRINCCIKOY-MESCIDI SELAM,1,2021,1,13.024489795918369,7295,7193,0.9860178204249486
GOZDAGI MAH.-KARTAL METRO-CEVIZLI,1,2021,1,14.08300395256917,2343,2316,0.9884763124199744
GOZTEPE MAH. - BAKIRKOY,1,2021,1,13.689732142857142,36144,35387,0.979055998229305
GOZTEPE MAHALLESI - BEYAZIT,1,2021,1,13.780795344325895,122199,118329,0.9683303464021801
GULBAG - EMINONU,1,2021,1,13.406940063091485,54840,53640,0.9781181619256017
GULENSU MAHALLESI - HUZUREVI METRO,1,2021,1,14.160575858250278,16447,16287,0.9902717820879188
GULTEPE - SISLI,1,2021,1,13.384,121133,119085,0.9830929639322068
GUNESLI - BEYAZIT,1,2021,1,13.55748552522746,418634,406699,0.9714906099361256
GUNESLI - MAHMUTBEY METRO,1,2021,1,13.502692998204669,8759,8653,0.9878981618906267
GUNESLI BASIN TESISLERI - BAKIRKOY,1,2021,1,13.878402903811253,12691,12495,0.9845559845559846
GUNESLI-EMINONU,1,2021,1,13.830136986301367,127923,123831,0.9680120072230951
GUNESLI-MECIDIYEKOY,1,2021,1,13.82067703568161,134938,131746,0.9763446916361588
GUNESTEPE-TAKSIM,1,2021,1,13.601554907677356,88490,86755,0.9803932647756809
GURPINAR –  AVCILAR METROBUS,1,2021,1,13.43213296398892,27321,26907,0.9848468211266059
GURPINAR- TUYAP METROBUS,1,2021,1,13.143617021276595,2041,2031,0.9951004409603136
GURPINAR– AVCILAR METROBUS,1,2021,1,13.611015490533562,96754,92321,0.9541827728052586
GUVERCINTEPE MAH-KAYASEHIR-BASAKSEHIR,1,2021,1,13.522262334536702,21993,21314,0.9691265402628109
GUVERCINTEPE-OLIMPIYATKOY METRO,1,2021,1,14.00945179584121,65475,64859,0.9905918289423444
GUVERCINTEPE/FENERTEPE-EMINONU,1,2021,1,13.0975,12300,12137,0.9867479674796747
GUZELTEPE - EMINONU,1,2021,1,13.80108695652174,37780,36770,0.9732662784542085
GUZELTEPE-USKUDAR,1,2021,1,13.763747454175151,6046,5995,0.9915646708567648
GUZELYALI - TUZLA DEVLET HST.,1,2021,1,13.372208436724566,2579,2517,0.9759596742923614
HACI OSMAN METRO -  RUMELI FENERI,1,2021,1,13.783300198807156,49838,49027,0.9837272763754564
HACI OSMAN METRO - KILYOS,1,2021,1,13.924098671726757,57750,56930,0.9858008658008658
HACI OSMAN METRO - KISIRKAYA,1,2021,1,13.95706106870229,80000,78463,0.9807875
HACI OSMAN METRO-Y.EMRE-UYUM SITESI,1,2021,1,14.19782608695652,23511,23087,0.9819658883076007
HACIOSMAN METRO-KOCTAS,1,2021,1,14.374863387978142,26498,26146,0.98671597856442
HACIOSMAN METRO-TUNEL-SARIYER,1,2021,1,13.739263803680982,6672,6546,0.9811151079136691
HACIOSMAN-SARIYER - ISTANBUL HAVALIMANI,1,2021,1,13.045454545454543,1885,1833,0.9724137931034482
HADIMKOY KIPTAS 3. ETAP / KELEBEKLER VADISI-BAHCESEHIR,1,2021,1,12.961538461538462,3058,2984,0.9758011772400261
